frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4952819.591889,301408.000000,0.000000
4,3660411.605826,261205.000000,0.000000
8,6729692.348367,302474.000000,0.000000
16,3157263.521843,218581.000000,0.000000
32,4831104.005560,293380.000000,0.000000
64,6823230.394449,302033.000000,0.000000
128,8203636.888443,300756.000000,0.000000
256,5879804.909976,301135.000000,0.000000
512,7516169.172336,302191.000000,0.000000
1024,5760550.596450,282310.000000,0.000000
2048,6191057.729561,267242.000000,0.000000
4096,8901657.707279,304471.000000,0.000000
8192,10051719.314306,304065.000000,0.000000
16384,10689668.408327,302816.000000,0.000000
32768,1660596.133342,96044.000000,0.000000
65536,3699800.205184,168283.000000,0.000000
