frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3882386.640659,287797.000000,0.000000
4,2856710.207737,182951.000000,0.000000
8,5012110.605007,274159.000000,0.000000
16,6145871.357193,263477.000000,0.000000
32,5934546.045616,303113.000000,0.000000
64,7098721.392947,303977.000000,0.000000
128,5718552.561070,248048.000000,0.000000
256,7494592.267982,300110.000000,0.000000
512,5924985.572131,265906.000000,0.000000
1024,7427650.448888,295426.000000,0.000000
2048,6886174.144155,302533.000000,0.000000
4096,6255712.849305,249192.000000,0.000000
8192,6145480.205292,285136.000000,0.000000
16384,6210603.284637,209460.000000,0.000000
32768,3337346.604706,149614.000000,0.000000
65536,10215111.984447,251893.000000,0.000000
