frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,1232961.748444,129378.000000,8668.237537
4,4744999.067965,245689.000000,41.000000
8,4764399.757014,303240.000000,44991.140350
16,5850391.288781,302098.000000,53747.888461
32,5577570.021247,290360.000000,1819.714263
64,7691741.444947,303736.000000,389687.393091
128,6043907.273418,302611.000000,384504.708597
256,7411570.265140,305170.000000,415893.409308
512,7046623.140682,306477.000000,550477.704944
1024,7145855.299151,306978.000000,840366.841200
2048,4547866.226298,294538.000000,701156.144881
4096,3849973.855915,166860.000000,1538510.239118
8192,8458608.244418,302277.000000,3339287.689206
16384,9962383.935477,300396.000000,7147673.996395
32768,6381003.311375,277379.000000,5248967.830694
65536,7652279.289998,251244.000000,6451176.456607
