frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4326123.049103,299678.000000,0.000000
4,5613893.254773,286007.000000,0.000000
8,6137227.389269,301750.000000,0.000000
16,5930359.198790,304556.000000,0.000000
32,3961989.052346,248122.000000,0.000000
64,4655765.745493,290857.000000,0.000000
128,8276499.128735,301886.000000,0.000000
256,5583695.068476,263693.000000,0.000000
512,9155270.188224,304274.000000,0.000000
1024,8994357.776220,303651.000000,0.000000
2048,6851665.840421,301824.000000,0.000000
4096,8925106.804628,303847.000000,0.000000
8192,9016247.137548,302025.000000,0.000000
16384,2813851.002891,157883.000000,0.000000
32768,6460155.895442,270038.000000,0.000000
65536,695906.343287,69657.000000,0.000000
