frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5468679.079471,276677.000000,52.096065
4,5333323.579025,289789.000000,81.608823
8,3217303.241208,217398.000000,247.858831
16,6210146.589476,298373.000000,170083.045190
32,2022955.068920,133237.000000,43788.652982
64,8091352.484848,305085.000000,582615.226894
128,6996488.745358,304049.000000,533709.569567
256,7348577.750177,303310.000000,850771.022426
512,8045921.202473,301973.000000,314257.579952
1024,7939059.539319,292823.000000,1855712.500334
2048,7584799.668331,289536.000000,2072242.662697
4096,8739367.765240,298078.000000,3437749.712936
8192,7612362.473384,304306.000000,2658591.743879
16384,8260497.201832,303638.000000,2072839.985952
32768,10471593.965943,304300.000000,9438179.886559
65536,7139053.125470,205077.000000,6444505.420115
