frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6280439.917816,303725.000000,0.000000
4,5547791.387981,303136.000000,0.000000
8,3901932.205968,240895.000000,0.000000
16,4569644.570749,299809.000000,0.000000
32,4032531.755790,281566.000000,0.000000
64,7209182.528996,301830.000000,0.000000
128,6827159.238241,284504.000000,0.000000
256,6724933.595205,304642.000000,0.000000
512,6611050.848778,301721.000000,0.000000
1024,7443418.453244,304734.000000,0.000000
2048,6532032.782186,303600.000000,0.000000
4096,7715316.229476,298070.000000,0.000000
8192,8504492.826684,306804.000000,0.000000
16384,8797832.924696,279860.000000,0.000000
32768,8898496.399234,246283.000000,0.000000
65536,1531649.053699,73483.000000,0.000000
