frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5981599.623309,306491.000000,19211.048306
4,4698239.153859,300249.000000,172270.019060
8,3033024.968515,246110.000000,13016.946147
16,5201436.384105,303101.000000,177969.107415
32,5553364.271889,286433.000000,18044.210623
64,7534254.396371,303614.000000,619412.620245
128,5131196.977569,297004.000000,62405.824536
256,7480160.553150,305920.000000,323393.924827
512,5515608.423403,298018.000000,287403.067581
1024,5054026.191100,291567.000000,449572.723422
2048,8759201.500897,301277.000000,1072553.029227
4096,6998985.057439,290807.000000,1730620.732316
8192,5662018.159091,277100.000000,1226113.872250
16384,4390318.730629,228319.000000,2816447.851136
32768,5574799.144194,302041.000000,3083230.479231
65536,8498763.387331,254384.000000,7618032.608874
