frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6208741.388328,305717.000000,91.005494
4,3942242.254283,304210.000000,202755.005499
8,4986531.347859,280643.000000,222326.862297
16,4162723.873981,231746.000000,176.609739
32,6286779.026330,304958.000000,221888.173585
64,7056445.111744,302544.000000,539930.678070
128,7912640.345708,305510.000000,105930.650961
256,6127832.827341,307641.000000,157060.532764
512,7585989.702822,302838.000000,1501475.095403
1024,7549214.266239,299983.000000,413168.555153
2048,6536991.956250,252506.000000,1335183.108841
4096,4659768.951777,214719.000000,1262901.891757
8192,5970984.450664,295504.000000,1752054.870926
16384,6432781.129512,285184.000000,840324.443699
32768,9647326.084493,276519.000000,7911769.725658
65536,10853882.337234,308905.000000,10083169.978234
