frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,4825212.756669,292317.000000,0.000000
4,5751368.106096,289734.000000,0.000000
8,5943170.393772,301411.000000,0.000000
16,6109290.555531,305152.000000,0.000000
32,6844406.821582,302181.000000,0.000000
64,7319854.347397,302282.000000,0.000000
128,6434110.504224,265119.000000,0.000000
256,7102456.482957,301814.000000,0.000000
512,7978898.962190,302000.000000,0.000000
1024,6522006.614247,305080.000000,0.000000
2048,6313181.747662,302845.000000,0.000000
4096,6193629.366784,297647.000000,0.000000
8192,6350111.307515,297530.000000,0.000000
16384,6250585.332346,280983.000000,0.000000
32768,2782024.689501,252164.000000,0.000000
65536,6460364.289993,251639.000000,0.000000
