frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3991162.043726,251402.000000,171936.883335
4,3413256.505298,275651.000000,32696.985809
8,5149404.560142,262494.000000,11615.484019
16,5580038.627721,285251.000000,287366.446456
32,6254981.528135,300959.000000,365991.654759
64,7452879.478460,303157.000000,389801.420798
128,7327879.789141,304011.000000,458454.708984
256,6927797.351256,308274.000000,244572.336606
512,6741941.986537,297648.000000,762250.768707
1024,6991867.547965,303709.000000,1339274.119345
2048,8852415.080684,305283.000000,1411988.466690
4096,8713714.092933,303211.000000,3732525.042074
8192,5106005.166725,262482.000000,2180330.453349
16384,6302655.573640,291408.000000,2315606.701498
32768,10223844.065759,302322.000000,8345542.059638
65536,5891891.892054,187693.000000,5489539.273131
