frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3907742.117082,286223.000000,74017.254934
4,5666375.294406,304593.000000,26652.945466
8,5472754.751115,299267.000000,8804.945712
16,4469975.093481,302212.000000,72923.282846
32,5832359.909958,301864.000000,268251.930860
64,7643978.708063,303248.000000,211733.709489
128,7382158.357231,303163.000000,356607.826220
256,7179469.366274,303175.000000,75007.892091
512,6019613.994526,285944.000000,1128203.828693
1024,8409575.618900,291747.000000,496357.668303
2048,6205009.072309,279092.000000,764228.086553
4096,5194001.614214,230766.000000,1095642.100168
8192,7889474.840078,301092.000000,3386591.313725
16384,1869308.585868,127332.000000,499993.692644
32768,2006186.368094,154522.000000,1171465.357679
65536,8197285.731247,301958.000000,7188326.540109
