frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,3685697.689105,275267.000000,1050.400400
4,5422554.006937,293209.000000,1100.128629
8,4917298.250156,278032.000000,138824.636819
16,3929125.580401,294327.000000,37575.382553
32,5186143.113171,296274.000000,470.035105
64,6764302.537093,299797.000000,139082.728162
128,7978249.976666,305356.000000,596844.963527
256,7174351.833449,304530.000000,662304.179781
512,6663460.788369,290840.000000,1012251.894995
1024,6961962.671631,299775.000000,881306.899502
2048,3264585.351702,190130.000000,868066.595385
4096,7928626.000633,306550.000000,3014362.113185
8192,4972090.906013,237113.000000,2951224.211756
16384,6612984.997826,287447.000000,2594835.804462
32768,10118347.758269,302545.000000,9119357.027985
65536,11599785.567472,300394.000000,9521940.198958
