frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,6511891.352440,309120.000000,0.000000
4,6282602.067979,305485.000000,0.000000
8,7018903.983552,306343.000000,0.000000
16,6474260.552078,308160.000000,0.000000
32,6421618.072978,303136.000000,0.000000
64,6687847.465917,299746.000000,0.000000
128,7400944.576139,306314.000000,0.000000
256,5149019.291570,258015.000000,0.000000
512,5973189.243978,295912.000000,0.000000
1024,7360460.647702,297414.000000,0.000000
2048,6185430.773705,298772.000000,0.000000
4096,4983574.787591,209478.000000,0.000000
8192,2667281.513843,140126.000000,0.000000
16384,5567614.205120,245303.000000,0.000000
32768,5837812.753777,227014.000000,0.000000
65536,8430623.021703,246110.000000,0.000000
