frequency,SETF_L2_norm_flow_time,SETF_maximum_flow_time,SETF_longest_H_L2_norm
2,5154453.593279,301710.000000,59692.076752
4,2044589.276706,258569.000000,3810.303925
8,4293263.532675,277576.000000,47090.047760
16,6064594.999462,268014.000000,187038.519188
32,4094202.445631,224583.000000,96.249675
64,6922521.245840,304195.000000,35278.248964
128,6948788.789942,307243.000000,864432.560265
256,8058061.749591,304219.000000,325331.209880
512,6781317.000155,283313.000000,1446943.243852
1024,7801609.593445,304119.000000,1831596.884564
2048,9444803.156314,304487.000000,3201858.294862
4096,8463325.458804,297961.000000,3252352.932352
8192,4194668.897106,233336.000000,2047490.711169
16384,9258042.381476,305226.000000,3626701.430632
32768,4662537.799795,275958.000000,2765967.775260
65536,5612089.330527,247100.000000,5085834.531291
