frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,608530.885164,11104.000000,7989.484589
4,245779.084934,4474.000000,4431.371797
8,720767.310907,12988.000000,2768.591880
16,554172.297070,10589.000000,33754.296793
32,902801.499231,15772.000000,18200.929262
64,670957.261225,11266.000000,35607.548273
128,1050651.867830,18261.000000,77126.115473
256,1332912.518980,22425.000000,26405.243741
512,1019375.508048,18592.000000,171111.061457
1024,1202490.913141,19843.000000,212112.238117
2048,1060925.574561,18584.000000,91031.868442
4096,1202407.628427,22649.000000,285570.868864
8192,2245969.617681,34038.000000,978818.924419
16384,1324894.755700,21796.000000,134221.078274
32768,1975168.006209,34251.000000,342444.994046
65536,2005582.792515,35295.000000,891241.307918
