frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,231130.710748,6098.000000,7524.322162
4,243220.833316,5369.000000,2428.079900
8,476259.137465,9172.000000,17166.505061
16,838115.262076,13794.000000,28484.514495
32,741019.947356,12501.000000,43937.469090
64,1130999.462879,19586.000000,7052.640498
128,942065.990086,18228.000000,76503.278283
256,1373016.624017,22642.000000,144654.169556
512,1144436.816474,22385.000000,162457.264110
1024,1048887.945261,18337.000000,92187.650811
2048,1151861.036467,19482.000000,221457.433894
4096,1927279.858879,32411.000000,187911.459752
8192,713453.177016,12656.000000,153044.670463
16384,2129548.462082,45708.000000,1730804.263753
32768,2667537.266549,45106.000000,1888399.153687
65536,3872345.028898,61845.000000,3098376.987986
