frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,817471.141762,12453.000000,25482.746810
4,811556.012781,13984.000000,23289.483335
8,343253.393351,6299.000000,5133.380465
16,822953.759256,12369.000000,34249.803211
32,882238.620868,15495.000000,27602.056970
64,935502.821371,17051.000000,11947.425455
128,1238587.486553,21635.000000,46932.303864
256,1353465.053374,20557.000000,52671.245001
512,1149157.529672,17953.000000,86204.295763
1024,1346942.913866,23746.000000,77000.742646
2048,553490.045186,10023.000000,70485.311697
4096,1047485.262382,22007.000000,281984.112414
8192,1133082.080115,19062.000000,445241.570123
16384,1154823.083263,20733.000000,369811.672076
32768,265360.559701,6974.000000,0.000000
65536,119905.364676,4871.000000,0.000000
