frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,317753.608911,5148.000000,6947.069958
4,478325.731080,7027.000000,6940.793543
8,604170.560679,11914.000000,239.133854
16,916876.262650,16135.000000,8024.786228
32,738077.505920,11347.000000,2077.916023
64,883167.175523,15370.000000,8812.432922
128,1021578.522938,16744.000000,84097.673939
256,1365388.095503,24174.000000,94094.184262
512,1332907.141524,22291.000000,70608.572589
1024,587055.884882,12710.000000,38129.037006
2048,789902.689017,15491.000000,227428.872661
4096,484628.313321,8759.000000,70493.764370
8192,454869.870799,8105.000000,57874.676604
16384,291880.769406,7624.000000,100126.440389
32768,1479142.589594,26005.000000,362162.124970
65536,3463554.166310,64361.000000,1197035.012828
