frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,408729.345815,7059.000000,836.243386
4,213435.898822,4023.000000,8751.408572
8,628854.392451,11419.000000,7173.221173
16,812595.496562,13255.000000,35375.723894
32,824355.445782,12832.000000,14651.410819
64,901349.867301,15176.000000,55857.189913
128,1236487.566356,20519.000000,76889.769437
256,1077756.723617,20397.000000,168365.297232
512,1461281.591589,24844.000000,13454.067006
1024,1335799.680632,21722.000000,178519.421792
2048,1382979.725793,22158.000000,224959.619988
4096,547488.565202,9213.000000,94815.450624
8192,1463781.423706,23441.000000,130623.275931
16384,2623060.976759,40555.000000,124714.781057
32768,676175.170818,18238.000000,443017.485236
65536,1626557.588916,36780.000000,1221103.805191
