frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,293311.534848,5629.000000,3363.130982
4,499412.213910,10417.000000,13724.642873
8,313939.465106,5540.000000,1630.594370
16,406577.135326,8133.000000,6462.006345
32,970614.314723,14734.000000,16932.073736
64,933565.742639,15725.000000,48738.959570
128,755631.528933,13027.000000,74643.581847
256,1144728.829359,20436.000000,85396.745594
512,876811.297655,16093.000000,55663.342695
1024,1208342.835205,25302.000000,316297.296582
2048,793346.907515,13649.000000,31835.883057
4096,2033474.993152,30537.000000,93973.992290
8192,978759.872010,20894.000000,139372.823348
16384,563409.832825,10413.000000,198351.946083
32768,2714627.301927,41519.000000,928227.032762
65536,1220685.258165,27783.000000,942272.235704
