frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,270196.077240,5352.000000,1080.481374
4,558074.087985,9499.000000,575.264287
8,286976.456205,5748.000000,11893.098797
16,1039436.571024,16395.000000,34270.552563
32,698562.942261,12500.000000,17564.795786
64,872766.501907,14294.000000,40441.497833
128,697952.561041,13139.000000,38028.559360
256,1233784.793620,18790.000000,136566.925780
512,1509145.540480,24348.000000,100758.633923
1024,1251770.466031,23924.000000,362256.201075
2048,556838.349928,8872.000000,97330.755186
4096,1276721.578370,19395.000000,202720.041826
8192,1221451.885225,21816.000000,481696.787439
16384,1302728.741370,25286.000000,551938.871805
32768,3046130.443424,45582.000000,808662.583057
65536,1289360.102048,20207.000000,511060.597418
