frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,377965.268657,6450.000000,11088.776353
4,629666.130838,9041.000000,15062.803955
8,583974.229061,10446.000000,14057.829064
16,721814.258889,14505.000000,17336.217927
32,1038749.651400,14831.000000,28707.061274
64,485264.208599,8705.000000,8256.316976
128,974466.172212,15814.000000,104228.484653
256,915138.336093,14733.000000,43618.788933
512,1369321.066731,23676.000000,243431.486996
1024,1167285.981114,21568.000000,150728.431419
2048,1611587.260920,28184.000000,187020.270356
4096,1274531.057341,19982.000000,258599.567092
8192,962402.063388,16283.000000,246777.136808
16384,1439028.767185,21669.000000,121780.039497
32768,1775935.208574,25165.000000,482667.112427
65536,2701393.366972,54176.000000,2623958.197487
