frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,437489.169585,8985.000000,17467.808077
4,365783.089097,5721.000000,801.083641
8,760363.009628,11967.000000,6099.463993
16,795431.472590,14158.000000,4220.393820
32,548476.428760,10458.000000,18276.014609
64,974226.413488,15154.000000,42284.679720
128,930558.485384,16480.000000,63545.614514
256,1188277.391224,20143.000000,26137.150093
512,907345.452675,15514.000000,112549.625264
1024,859998.379866,17744.000000,75642.453708
2048,971987.933989,18684.000000,94405.145167
4096,1130902.009265,21549.000000,410490.240812
8192,1752222.940271,30775.000000,138623.334565
16384,418165.365633,11856.000000,201071.548435
32768,1092458.937460,18668.000000,352166.295919
65536,643172.506236,21043.000000,606995.649644
