frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,624617.590214,9399.000000,6571.266925
4,323334.647236,5318.000000,7235.489548
8,531768.124851,8635.000000,5441.076180
16,587914.106304,9892.000000,2804.483018
32,425722.536387,8822.000000,4498.888752
64,858427.007569,15633.000000,2979.759722
128,922577.592282,17228.000000,3055.816094
256,1143690.041472,19689.000000,32738.784461
512,1138511.075102,20544.000000,107251.131579
1024,671089.637741,13825.000000,56475.210597
2048,1573951.154531,28575.000000,74616.443215
4096,1308131.183237,22782.000000,190085.382668
8192,2080530.919518,29975.000000,248159.386528
16384,2264465.117387,34059.000000,624788.673037
32768,1262834.352228,21633.000000,234347.110723
65536,2042265.768234,30074.000000,761212.578615
