frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,470109.364151,8809.000000,14524.081864
4,481785.734824,7670.000000,8508.741270
8,578887.071766,11922.000000,9438.917364
16,686936.349960,11702.000000,6881.307725
32,777858.947377,13218.000000,32706.832604
64,953667.244786,13789.000000,58393.106340
128,1303910.993377,21290.000000,5344.768751
256,993751.427391,16150.000000,131007.676008
512,1488892.167585,26462.000000,269353.962991
1024,1092877.967247,18980.000000,230352.531048
2048,908426.399838,14528.000000,155218.025635
4096,1324602.624401,21130.000000,100916.212969
8192,1648103.865178,27962.000000,521328.207850
16384,2279369.724811,38164.000000,1247266.506622
32768,1441768.416282,21527.000000,283516.600599
65536,2345095.970208,48535.000000,2084421.984507
