frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,537407.393052,9770.000000,1288.676453
4,465444.809922,8483.000000,5019.751488
8,681609.726980,13652.000000,21855.503060
16,976215.467617,16240.000000,544.402425
32,682939.454427,14613.000000,27989.717916
64,985546.368589,14926.000000,68686.726869
128,886833.743739,15943.000000,34756.846074
256,1170808.062729,18120.000000,32538.813777
512,1108620.016682,22719.000000,66542.344180
1024,1051295.906763,15231.000000,138133.043650
2048,1658508.191069,27144.000000,58882.611474
4096,930863.615105,20753.000000,254833.788900
8192,1837802.241245,29153.000000,761291.744601
16384,1189828.175509,24302.000000,300519.761300
32768,1636976.543946,29351.000000,907708.236753
65536,1948706.117758,38719.000000,1701337.392128
