frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,469480.181334,8865.000000,1182.271119
4,231910.459531,6438.000000,8749.061321
8,758681.320173,13388.000000,21039.254193
16,846352.951723,15061.000000,1455.409908
32,696135.729197,12600.000000,16637.584290
64,924698.219668,16746.000000,24061.353848
128,1039312.995556,19072.000000,78403.774188
256,1234813.810993,21033.000000,168129.649702
512,1435811.253574,26143.000000,63876.590884
1024,1286285.331991,21001.000000,186300.116087
2048,1020471.149703,17977.000000,200466.143548
4096,914660.929062,16305.000000,72278.873933
8192,252555.525032,6069.000000,62513.618316
16384,1416702.054308,23697.000000,563685.858132
32768,1924856.406703,34419.000000,1183335.538556
65536,2745238.444911,54468.000000,2249779.026952
