frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,617001.669439,10324.000000,12049.297075
4,192146.373731,4462.000000,1908.968832
8,441188.086822,9475.000000,1339.135169
16,205208.906247,5091.000000,4453.267340
32,997688.255243,16617.000000,33576.262180
64,897388.053000,15439.000000,24236.894686
128,873632.912205,15402.000000,50880.277908
256,952879.252481,15677.000000,107791.076787
512,793933.237844,14401.000000,70423.457306
1024,812184.013319,17782.000000,18887.473600
2048,1636709.820978,24769.000000,100731.519764
4096,1482328.309328,28222.000000,684904.474813
8192,1397291.176967,25752.000000,459389.345926
16384,1618574.975477,23756.000000,421227.734492
32768,275080.986860,7631.000000,159507.533089
65536,2306390.193099,35853.000000,1181982.299983
