frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,479498.593771,6745.000000,9395.693854
4,630504.286923,12268.000000,27019.365555
8,277204.971507,4851.000000,1056.971617
16,195692.960494,3771.000000,9251.016485
32,1072526.066012,18776.000000,34246.955894
64,949292.433529,15079.000000,26244.777023
128,973295.535454,18777.000000,45900.159531
256,927986.391078,18325.000000,83216.335103
512,600401.550511,11560.000000,69704.840980
1024,992132.573900,17399.000000,88138.589653
2048,1153038.074239,18426.000000,227709.918947
4096,1541015.286353,28514.000000,80923.364067
8192,1423480.366317,25957.000000,634314.729693
16384,1076532.755640,21374.000000,573819.711145
32768,2522567.663883,49582.000000,1753611.357086
65536,2882545.606556,59699.000000,2313238.094476
