frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,348021.765562,7212.000000,8845.891080
4,739337.195405,11577.000000,26760.395158
8,514783.657367,9325.000000,7528.178066
16,396422.216727,7045.000000,5962.029101
32,799816.742925,12671.000000,21935.892915
64,1275710.772284,21955.000000,39468.266215
128,1043020.273669,17232.000000,60369.398780
256,942947.894725,20312.000000,50944.376461
512,1254313.789179,22142.000000,190927.498054
1024,1115310.374834,21373.000000,225285.622386
2048,672758.753100,12790.000000,57563.246095
4096,1114532.338651,15970.000000,58020.715947
8192,1722350.719376,34116.000000,910977.830444
16384,1039342.568722,20373.000000,211303.428524
32768,3019232.933508,57569.000000,2322504.114123
65536,2117453.496264,33542.000000,692293.246300
