frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,346804.780201,143894.000000,0.000000
4,688415.668784,265710.000000,0.000000
8,246059.537344,91641.000000,0.000000
16,979121.956834,254031.000000,0.000000
32,276786.758585,93620.000000,0.000000
64,1064813.447286,236785.000000,0.000000
128,857214.789846,248195.000000,0.000000
256,795052.929698,154939.000000,0.000000
512,1104166.684559,268686.000000,0.000000
1024,1032027.824224,232679.000000,0.000000
2048,914079.544397,117808.000000,0.000000
4096,2013973.749925,312067.000000,0.000000
8192,1048136.677069,253464.000000,0.000000
16384,1982504.024631,227791.000000,0.000000
32768,1272842.613423,184061.000000,0.000000
65536,3327704.539648,115424.000000,0.000000
