frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,378041.926560,203234.000000,0.000000
4,391803.402418,185940.000000,0.000000
8,509565.203939,244878.000000,0.000000
16,161799.868844,87343.000000,0.000000
32,89639.424909,31953.000000,0.000000
64,364715.534326,242292.000000,0.000000
128,296856.683878,151612.000000,0.000000
256,210468.702013,94196.000000,0.000000
512,324033.566922,149061.000000,0.000000
1024,157370.514125,61104.000000,0.000000
2048,223295.264997,139099.000000,0.000000
4096,251958.910132,126005.000000,0.000000
8192,157616.034216,55633.000000,0.000000
16384,836989.237247,226031.000000,0.000000
32768,211659.633275,151809.000000,0.000000
65536,874684.056164,241341.000000,0.000000
