frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,72576.799654,45342.000000,0.000000
4,292691.601239,251910.000000,0.000000
8,428339.140081,243573.000000,0.000000
16,282900.237651,164330.000000,0.000000
32,253492.301676,89146.000000,0.000000
64,273526.000678,200596.000000,0.000000
128,390017.476284,153960.000000,0.000000
256,253578.138772,96594.000000,0.000000
512,247340.010593,143917.000000,0.000000
1024,180664.224574,120365.000000,0.000000
2048,432699.485033,171245.000000,0.000000
4096,582155.390179,444973.000000,0.000000
8192,538837.816801,232979.000000,0.000000
16384,650835.964171,181781.000000,0.000000
32768,370529.790572,193810.000000,0.000000
65536,294437.250692,100446.000000,0.000000
