frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,118654.805904,101380.000000,0.000000
4,568130.870921,390619.000000,0.000000
8,54494.434083,26807.000000,0.000000
16,123227.498680,60702.000000,0.000000
32,500605.845222,209084.000000,0.000000
64,808972.111396,403118.000000,0.000000
128,208021.570533,127302.000000,0.000000
256,163379.865216,88887.000000,0.000000
512,567300.250684,214451.000000,0.000000
1024,276531.006535,198648.000000,0.000000
2048,262813.510334,129923.000000,0.000000
4096,143956.702571,62300.000000,0.000000
8192,563766.125834,193091.000000,0.000000
16384,754815.441007,257386.000000,0.000000
32768,176662.831478,66590.000000,0.000000
65536,309445.605470,76030.000000,0.000000
