frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,243348.849634,67713.000000,0.000000
4,374597.088434,100802.000000,0.000000
8,869026.518181,246033.000000,0.000000
16,181877.383756,45406.000000,0.000000
32,547921.043077,116957.000000,0.000000
64,971125.230728,192003.000000,0.000000
128,874048.011292,268461.000000,0.000000
256,972118.105653,257579.000000,0.000000
512,1162847.780704,257067.000000,0.000000
1024,1203386.853063,244187.000000,0.000000
2048,346166.699076,130728.000000,0.000000
4096,916252.831275,269775.000000,0.000000
8192,788266.521463,205804.000000,0.000000
16384,1837078.984544,239209.000000,0.000000
32768,1398769.269766,145808.000000,0.000000
65536,893239.014891,167942.000000,0.000000
