frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,152922.704469,60726.000000,0.000000
4,183434.946046,74431.000000,0.000000
8,237987.486161,149347.000000,0.000000
16,315760.909869,114230.000000,0.000000
32,325541.707326,137547.000000,0.000000
64,331864.660449,110003.000000,0.000000
128,423066.228553,162733.000000,0.000000
256,550370.939117,204429.000000,0.000000
512,788906.325854,313025.000000,0.000000
1024,661136.426970,225660.000000,0.000000
2048,724756.116283,238920.000000,0.000000
4096,1127583.903920,287740.000000,0.000000
8192,487952.575742,135903.000000,0.000000
16384,631113.725662,141662.000000,0.000000
32768,752597.733028,126458.000000,0.000000
65536,1921157.926561,234127.000000,0.000000
