frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,164725.457441,78525.000000,0.000000
4,205945.521250,128177.000000,0.000000
8,882464.059699,274920.000000,0.000000
16,239953.987923,99544.000000,0.000000
32,378155.225274,138949.000000,0.000000
64,714563.819305,192075.000000,0.000000
128,315952.316496,127042.000000,0.000000
256,308320.711620,113465.000000,0.000000
512,663419.170964,239613.000000,0.000000
1024,231384.488778,95805.000000,0.000000
2048,512267.547310,209597.000000,0.000000
4096,251055.042224,65950.000000,0.000000
8192,472469.830804,137457.000000,0.000000
16384,1429307.485393,256991.000000,0.000000
32768,413262.993153,71689.000000,0.000000
65536,1649503.119604,262881.000000,0.000000
