frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,276724.727292,103338.000000,0.000000
4,174559.970976,78863.000000,0.000000
8,278441.685184,113562.000000,0.000000
16,446793.490231,145840.000000,0.000000
32,270510.844712,81148.000000,0.000000
64,734913.098818,249063.000000,0.000000
128,283274.115579,155648.000000,0.000000
256,320858.287163,117961.000000,0.000000
512,619433.657162,215792.000000,0.000000
1024,483087.502808,178608.000000,0.000000
2048,497498.143777,152886.000000,0.000000
4096,653574.000357,215075.000000,0.000000
8192,1057538.459345,250558.000000,0.000000
16384,998047.733436,175305.000000,0.000000
32768,956456.379323,195277.000000,0.000000
65536,2469349.438177,299851.000000,0.000000
