frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,119846.318016,90989.000000,0.000000
4,163109.879045,115930.000000,0.000000
8,241307.503841,141484.000000,0.000000
16,336183.162240,248521.000000,0.000000
32,330882.367398,199089.000000,0.000000
64,525518.430749,297712.000000,0.000000
128,621251.053343,247240.000000,0.000000
256,67416.223596,18564.000000,0.000000
512,202697.695882,72372.000000,0.000000
1024,530203.138376,204277.000000,0.000000
2048,98788.928722,43213.000000,0.000000
4096,254336.560254,82557.000000,0.000000
8192,485334.224172,225243.000000,0.000000
16384,221006.581655,103055.000000,0.000000
32768,256440.673408,79116.000000,0.000000
65536,462179.857443,152738.000000,0.000000
