frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,154967.943279,49933.000000,0.000000
4,805007.410147,188631.000000,0.000000
8,560127.464258,247538.000000,0.000000
16,660747.638282,197781.000000,0.000000
32,744309.909974,235613.000000,0.000000
64,363497.172710,119851.000000,0.000000
128,436674.542904,152827.000000,0.000000
256,1570324.784164,279320.000000,0.000000
512,1450550.026401,284905.000000,0.000000
1024,1043880.319781,185878.000000,0.000000
2048,976434.160836,178255.000000,0.000000
4096,1636243.962457,284719.000000,0.000000
8192,867534.778619,242096.000000,0.000000
16384,1120235.292602,100247.000000,0.000000
32768,2287834.636510,150384.000000,0.000000
65536,1814499.939329,93762.000000,0.000000
