frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,96319.840012,32491.000000,0.000000
4,138081.364105,52230.000000,0.000000
8,448118.182098,236446.000000,0.000000
16,52703.802510,20594.000000,0.000000
32,630188.694822,253455.000000,0.000000
64,400611.116312,235325.000000,0.000000
128,479442.852923,211687.000000,0.000000
256,596659.127866,188100.000000,0.000000
512,303983.656245,142062.000000,0.000000
1024,673579.539948,332703.000000,0.000000
2048,415762.698538,227090.000000,0.000000
4096,762778.455835,553818.000000,0.000000
8192,523672.668084,156183.000000,0.000000
16384,692598.306647,179368.000000,0.000000
32768,1225222.615117,295187.000000,0.000000
65536,877543.396370,231411.000000,0.000000
