frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,858113.372384,252090.000000,0.000000
4,626464.715653,257567.000000,0.000000
8,132276.921007,41363.000000,0.000000
16,200972.146344,102391.000000,0.000000
32,170246.242505,53315.000000,0.000000
64,610125.492168,213335.000000,0.000000
128,662342.917038,192150.000000,0.000000
256,300564.416414,157222.000000,0.000000
512,269190.162266,80792.000000,0.000000
1024,260713.989899,97456.000000,0.000000
2048,834460.219561,256285.000000,0.000000
4096,1119464.475657,319002.000000,0.000000
8192,260193.522915,128616.000000,0.000000
16384,1068398.851645,207467.000000,0.000000
32768,660525.810395,166603.000000,0.000000
65536,848542.894666,110310.000000,0.000000
