frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,458001.864540,250066.000000,0.000000
4,517752.934592,190909.000000,0.000000
8,412920.868583,150606.000000,0.000000
16,66616.389958,17861.000000,0.000000
32,886617.959584,249745.000000,0.000000
64,297054.712794,84242.000000,0.000000
128,192351.098796,68109.000000,0.000000
256,564391.727684,230490.000000,0.000000
512,505354.975733,169067.000000,0.000000
1024,522440.864732,135872.000000,0.000000
2048,272045.108973,95026.000000,0.000000
4096,363494.066773,100394.000000,0.000000
8192,679548.419649,154291.000000,0.000000
16384,539197.261863,113134.000000,0.000000
32768,2306659.049145,239254.000000,0.000000
65536,1159009.689296,195989.000000,0.000000
