frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,250052.366557,152259.000000,0.000000
4,157059.737377,87069.000000,0.000000
8,76106.073069,25389.000000,0.000000
16,166722.080391,79551.000000,0.000000
32,175433.667641,96928.000000,0.000000
64,593317.093611,291856.000000,0.000000
128,193409.300627,164454.000000,0.000000
256,367040.769148,186962.000000,0.000000
512,328892.237005,155417.000000,0.000000
1024,253652.823824,144398.000000,0.000000
2048,161242.858015,100293.000000,0.000000
4096,580134.802518,183682.000000,0.000000
8192,420558.457311,214824.000000,0.000000
16384,278469.657126,116355.000000,0.000000
32768,429158.236500,121366.000000,0.000000
65536,325009.581430,88191.000000,0.000000
