frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,745322.812193,261883.000000,0.000000
4,301661.552900,82052.000000,0.000000
8,323036.042124,66832.000000,0.000000
16,536924.055095,229775.000000,0.000000
32,473578.925282,144791.000000,0.000000
64,1101985.233823,259544.000000,0.000000
128,817222.255710,242307.000000,0.000000
256,761226.115657,260263.000000,0.000000
512,344715.804188,83361.000000,0.000000
1024,1482738.822120,288855.000000,0.000000
2048,1520933.638345,241334.000000,0.000000
4096,863094.523595,204875.000000,0.000000
8192,626156.849683,163740.000000,0.000000
16384,2059310.743497,284607.000000,0.000000
32768,2973676.348053,262407.000000,0.000000
65536,3931368.310602,153517.000000,0.000000
