frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,426722.748743,157673.000000,0.000000
4,193469.556373,75437.000000,0.000000
8,526569.601716,235765.000000,0.000000
16,140173.213015,65795.000000,0.000000
32,686641.515731,201242.000000,0.000000
64,451451.176913,114957.000000,0.000000
128,481170.027253,151753.000000,0.000000
256,477079.413623,218087.000000,0.000000
512,728008.733948,246968.000000,0.000000
1024,818915.340493,296291.000000,0.000000
2048,1248751.759913,270334.000000,0.000000
4096,491109.913981,145493.000000,0.000000
8192,157373.028572,50769.000000,0.000000
16384,1157590.396115,257505.000000,0.000000
32768,1201786.842923,274654.000000,0.000000
65536,2987234.212459,230796.000000,0.000000
