frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,459618.964904,138856.000000,0.000000
4,433024.884609,137291.000000,0.000000
8,533999.207866,229285.000000,0.000000
16,338183.139549,118817.000000,0.000000
32,983809.819584,261226.000000,0.000000
64,891168.089661,293071.000000,0.000000
128,897481.681742,266322.000000,0.000000
256,1562625.465289,280117.000000,0.000000
512,1418259.090385,266538.000000,0.000000
1024,1241630.308680,193995.000000,0.000000
2048,1909248.718719,290801.000000,0.000000
4096,340521.522462,61965.000000,0.000000
8192,620338.704224,81434.000000,0.000000
16384,2425823.253639,228498.000000,0.000000
32768,2288913.343104,231911.000000,0.000000
65536,1467180.344627,238141.000000,0.000000
