frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,206751.216236,79224.000000,0.000000
4,425502.106032,154390.000000,0.000000
8,762009.465804,193477.000000,0.000000
16,979822.980872,297655.000000,0.000000
32,1243083.588138,295092.000000,0.000000
64,1702384.811211,300842.000000,0.000000
128,902018.856962,237255.000000,0.000000
256,1206117.621545,255788.000000,0.000000
512,1160640.968337,277079.000000,0.000000
1024,1385541.460845,280683.000000,0.000000
2048,772912.488594,243370.000000,0.000000
4096,921837.990502,205108.000000,0.000000
8192,2912170.116904,255763.000000,0.000000
16384,3380554.440977,258009.000000,0.000000
32768,1208223.750664,182062.000000,0.000000
65536,2245907.022068,229651.000000,0.000000
