frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,619619.183780,150136.000000,0.000000
4,852099.898453,306814.000000,0.000000
8,668056.491210,223196.000000,0.000000
16,343214.017378,154029.000000,0.000000
32,286700.735533,86578.000000,0.000000
64,747236.058581,163146.000000,0.000000
128,653664.270000,267943.000000,0.000000
256,850599.919045,252103.000000,0.000000
512,1173761.134210,236248.000000,0.000000
1024,1110850.275602,223113.000000,0.000000
2048,1136795.932823,178069.000000,0.000000
4096,1100975.281379,217820.000000,0.000000
8192,1254487.281554,224986.000000,0.000000
16384,1475852.081613,138491.000000,0.000000
32768,935954.837535,110308.000000,0.000000
65536,2177558.818871,190685.000000,0.000000
