frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,377244.333912,129728.000000,0.000000
4,383723.490537,150281.000000,0.000000
8,456820.213252,115674.000000,0.000000
16,645703.037222,176771.000000,0.000000
32,471326.819842,131396.000000,0.000000
64,965938.073727,260135.000000,0.000000
128,528102.535351,228941.000000,0.000000
256,1313908.599828,276653.000000,0.000000
512,605596.386386,173879.000000,0.000000
1024,848935.319905,212118.000000,0.000000
2048,1030671.715834,267565.000000,0.000000
4096,1203604.050441,251253.000000,0.000000
8192,1851909.369635,295669.000000,0.000000
16384,1783483.774911,143065.000000,0.000000
32768,643495.450665,176915.000000,0.000000
65536,1707918.966066,244166.000000,0.000000
