frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,508872.165911,241103.000000,0.000000
4,161949.246083,98167.000000,0.000000
8,221577.450665,100753.000000,0.000000
16,576633.330110,300892.000000,0.000000
32,425645.458377,384158.000000,0.000000
64,94111.767463,49635.000000,0.000000
128,368867.593815,162512.000000,0.000000
256,496136.465447,286477.000000,0.000000
512,393958.835484,265245.000000,0.000000
1024,340143.450188,281856.000000,0.000000
2048,429836.309735,260862.000000,0.000000
4096,262787.168676,85149.000000,0.000000
8192,642238.595552,209576.000000,0.000000
16384,169751.484435,56764.000000,0.000000
32768,515800.266085,128519.000000,0.000000
65536,419514.953284,219489.000000,0.000000
