Round,Algorithm_Used
1,SRPT
2,SRPT
3,SRPT
4,SRPT
5,SRPT
6,SRPT
7,SRPT
8,SRPT
9,SRPT
10,SRPT
11,SRPT
12,SRPT
13,SRPT
14,SRPT
15,SRPT
16,FCFS
17,FCFS
18,SRPT
19,SRPT
20,SRPT
21,SRPT
22,SRPT
23,SRPT
24,FCFS
25,FCFS
26,FCFS
27,FCFS
28,FCFS
29,FCFS
30,FCFS
31,FCFS
32,FCFS
33,FCFS
34,FCFS
35,FCFS
36,FCFS
37,FCFS
38,FCFS
39,FCFS
40,FCFS
41,FCFS
42,FCFS
43,FCFS
44,FCFS
45,FCFS
46,FCFS
47,FCFS
48,FCFS
49,FCFS
50,FCFS
51,SRPT
52,SRPT
53,SRPT
54,SRPT
55,FCFS
56,SRPT
57,SRPT
58,SRPT
59,SRPT
60,SRPT
61,SRPT
62,SRPT
63,SRPT
64,SRPT
65,SRPT
66,SRPT
67,SRPT
68,SRPT
69,SRPT
70,SRPT
71,SRPT
72,SRPT
73,SRPT
74,SRPT
75,SRPT
76,SRPT
77,SRPT
78,SRPT
79,SRPT
80,SRPT
81,SRPT
82,SRPT
83,SRPT
84,SRPT
85,SRPT
86,SRPT
87,SRPT
88,SRPT
89,SRPT
90,SRPT
91,SRPT
92,SRPT
93,SRPT
94,SRPT
95,SRPT
96,SRPT
97,SRPT
98,SRPT
99,SRPT
100,SRPT
