frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,564791.923901,310164.000000,1350.502499
4,457423.789040,205577.000000,72.917762
8,94701.576919,40543.000000,228.354987
16,134317.312265,45645.000000,731.317305
32,458606.829877,220187.000000,466.950747
64,160015.476867,60725.000000,415.693397
128,791433.845176,222318.000000,3071.919433
256,898129.036238,272637.000000,9529.444527
512,2548896.547930,267365.000000,16496.276004
1024,338428.451710,197172.000000,64187.610191
2048,332794.456274,75467.000000,61691.537702
4096,463489.633593,203848.000000,90626.776297
8192,422332.305597,81194.000000,129198.444159
16384,184233.873775,63481.000000,116563.913502
32768,382785.658284,165152.000000,102275.206996
65536,720983.197508,78221.000000,55510.196721
