frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1331902.162077,236795.000000,16002.116797
4,404440.540645,88685.000000,1968.847886
8,216341.620422,136689.000000,199.338907
16,401213.406630,111899.000000,761.113001
32,183332.141661,97188.000000,6171.521692
64,683140.820761,147022.000000,1134.410860
128,205386.171197,104140.000000,1550.412848
256,615833.026053,210419.000000,1038.203737
512,145132.268090,79207.000000,2270.203956
1024,268823.389263,140730.000000,24623.976141
2048,311115.395243,237285.000000,8431.252517
4096,134271.152553,57613.000000,78881.936601
8192,4894904.275051,291366.000000,2966681.690036
16384,269926.053039,75472.000000,177615.313847
32768,836103.698185,128100.000000,92151.748030
65536,468570.102144,247019.000000,466095.961586
