frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,1164615.706074,143004.000000,66.595796
4,168523.088881,59650.000000,146.642422
8,73910.815142,17394.000000,672.866257
16,277611.987328,202848.000000,1640.157614
32,231477.546386,42621.000000,292.523503
64,383431.630804,125864.000000,1018.790950
128,1372956.713484,96770.000000,2180.179350
256,145510.264068,28780.000000,1712.746041
512,144776.886211,92813.000000,16917.666240
1024,267360.805097,75705.000000,32437.377391
2048,903645.429660,291199.000000,24518.856030
4096,241232.461823,173255.000000,91883.243783
8192,991197.123491,299007.000000,77470.083400
16384,558071.012055,163785.000000,69293.558481
32768,506699.368479,199098.000000,319323.476591
65536,746097.549571,239411.000000,404420.510254
