frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,592523.667444,158093.000000,1982.014884
4,424666.487498,99325.000000,9080.494920
8,354435.545959,209127.000000,4762.937749
16,390871.844808,100832.000000,12905.220688
32,268131.287880,68771.000000,283.335490
64,668347.242572,255259.000000,604.694964
128,94274.158060,47357.000000,1313.212093
256,94368.671348,51632.000000,3322.082931
512,227089.309603,109112.000000,12718.259629
1024,459767.822356,180215.000000,52027.586894
2048,459546.610452,240631.000000,196365.232523
4096,159324.147539,33007.000000,46078.800429
8192,157923.994548,35655.000000,92451.005933
16384,340565.483289,115869.000000,91270.243053
32768,229720.775915,35802.000000,19359.000129
65536,613755.881511,246443.000000,159222.557309
