frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,96230.519920,24058.000000,23.853721
4,90338.466740,14647.000000,1281.549063
8,392597.194006,103230.000000,91.214034
16,12166378.329947,360290.000000,660518.123041
32,226718.074888,56077.000000,231.920245
64,1059731.803937,144727.000000,1095.976733
128,245171.200741,58266.000000,538.133812
256,307651.612994,140073.000000,9320.689459
512,356092.145670,213526.000000,26897.235453
1024,555031.655302,110919.000000,62242.862330
2048,267900.610460,74848.000000,19362.506191
4096,132837.141000,36375.000000,5709.597446
8192,344704.088429,64912.000000,64643.100251
16384,334106.985874,164120.000000,77184.804936
32768,488206.167055,166872.000000,412517.523150
65536,2632123.184562,190380.000000,2397702.918639
