frequency,SJF_L2_norm_flow_time,SJF_maximum_flow_time,SJF_longest_H_L2_norm
2,126065.486431,26106.000000,180.527006
4,164772.657856,64611.000000,2374.910314
8,404767.811942,151547.000000,28.653098
16,259168.036752,84881.000000,18033.708520
32,76913.783446,24813.000000,626.255539
64,123503.813423,55684.000000,2100.371158
128,447752.042349,264563.000000,1226.808461
256,200981.030301,92631.000000,8366.142899
512,270165.061710,71072.000000,5583.272786
1024,316938.872274,174073.000000,46835.282822
2048,359066.095861,132452.000000,71578.429495
4096,388996.627830,237629.000000,70033.077028
8192,673527.932211,243040.000000,269287.389668
16384,358240.105675,45539.000000,261665.465924
32768,862325.635130,233210.000000,646998.290174
65536,248471.398752,58373.000000,0.000000
