frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,440145.327511,6784.000000,5784.507758
4,739026.507344,11417.000000,20493.622764
8,416369.881568,7336.000000,12866.253845
16,828871.709116,15250.000000,13675.181425
32,615249.597216,11808.000000,18593.295754
64,1025253.165600,16574.000000,26409.419513
128,796965.190089,13187.000000,62620.143077
256,1071536.397699,18026.000000,60155.292918
512,1118093.909246,20921.000000,61864.219093
1024,833950.301433,16073.000000,229505.141753
2048,700142.179237,13022.000000,196180.517896
4096,799777.759991,14408.000000,227109.802717
8192,2487229.574609,34647.000000,589847.130803
16384,1394459.762758,26613.000000,765316.273799
32768,1364332.475329,31997.000000,1091644.463225
65536,468073.432210,12267.000000,0.000000
