frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,465274.898268,8389.000000,911.217318
4,650292.737287,11760.000000,8807.481536
8,479321.125367,8623.000000,11734.995228
16,462181.400168,7943.000000,24911.828014
32,916919.751343,14910.000000,61134.825991
64,757521.878134,13770.000000,17807.458578
128,801144.267355,14428.000000,59235.597279
256,1404967.086260,26141.000000,43032.271228
512,782359.720326,18712.000000,17024.478377
1024,1480803.540217,24838.000000,27740.101964
2048,982040.701002,15312.000000,110193.337022
4096,818870.368984,14881.000000,161928.621738
8192,1306079.975581,24100.000000,301331.263139
16384,1602213.188817,33535.000000,587785.441314
32768,883961.339035,17414.000000,310867.223148
65536,3568463.433453,69410.000000,3568457.253060
