frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,886025.229027,13571.000000,6095.877049
4,405555.108853,6586.000000,7564.551474
8,702063.798895,12127.000000,7728.623163
16,716975.832235,12021.000000,26048.723136
32,412160.135593,8566.000000,23756.341111
64,891331.826110,16729.000000,1920.154942
128,908000.547680,14330.000000,41270.669864
256,747375.779119,13804.000000,59808.867503
512,1325541.814856,26898.000000,131428.152235
1024,955412.440873,15718.000000,80966.011097
2048,1622569.942496,27642.000000,349314.145126
4096,2261596.906533,37227.000000,174903.156018
8192,1909434.405678,34379.000000,560206.072032
16384,2711445.735676,46908.000000,1088963.171880
32768,1468777.925457,28383.000000,838268.907422
65536,470227.887099,13528.000000,0.000000
