frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,278979.440900,5902.000000,73.878278
4,719270.547394,10897.000000,13561.414159
8,843852.163437,13495.000000,41996.650724
16,672614.953777,8683.000000,13808.644756
32,777914.709493,13350.000000,12592.356610
64,796728.286035,12268.000000,31726.105008
128,1206109.472609,19870.000000,112217.024800
256,1311382.621161,21919.000000,121876.795129
512,1212019.507205,20871.000000,189921.133074
1024,1344533.222845,20694.000000,41355.979012
2048,1041997.244407,17079.000000,257890.586528
4096,1414369.159599,26536.000000,370836.240264
8192,505411.771212,9890.000000,141998.022099
16384,1608700.546791,24449.000000,212953.340918
32768,2179184.721639,32691.000000,1193992.343196
65536,2343711.347619,42678.000000,1104635.333392
