frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,546722.587159,7621.000000,71.540198
4,663186.139435,12171.000000,30036.159708
8,529202.683325,7635.000000,3245.626134
16,276469.153438,5359.000000,5893.433634
32,855072.060303,16123.000000,19579.470728
64,1168012.412661,17476.000000,52381.270765
128,1081794.403778,17901.000000,75427.138206
256,1157266.222464,18914.000000,145046.378031
512,1286345.024359,23387.000000,153185.806056
1024,886399.658948,14071.000000,106571.920026
2048,1593071.456648,26998.000000,277722.847676
4096,1962161.847856,30418.000000,604484.352529
8192,623082.642182,14438.000000,68287.683004
16384,989066.904932,19749.000000,270401.862440
32768,2364007.337418,47492.000000,1581229.338244
65536,1747866.508299,42178.000000,1344912.297612
