frequency,FCFS_L2_norm_flow_time,FCFS_maximum_flow_time,FCFS_longest_H_L2_norm
2,878803.094570,13660.000000,3409.552903
4,780558.311429,11540.000000,7089.147128
8,504654.947027,8362.000000,8562.938106
16,526180.190765,10205.000000,3136.478918
32,633562.535343,10016.000000,6476.959858
64,922927.049591,15182.000000,44606.333597
128,976345.525867,18750.000000,42316.251086
256,734618.839346,13939.000000,76574.937245
512,959920.144751,16855.000000,96736.212552
1024,1156764.178455,18770.000000,152080.285300
2048,1894610.493266,29069.000000,332931.559793
4096,664816.244116,13972.000000,50460.079528
8192,1383682.101115,26481.000000,341583.199036
16384,1617675.869468,38200.000000,457499.906429
32768,905118.632730,16159.000000,354446.988554
65536,423918.532467,11464.000000,0.000000
